vdc,ward,parcel_id,Landuse
देवाही,5 ख,46,आवासीय क्षेत्र
देवाही,5 ख,48,आवासीय क्षेत्र
देवाही,5 ख,49,आवासीय क्षेत्र
देवाही,5 ख,50,आवासीय क्षेत्र
देवाही,5 ख,51,आवासीय क्षेत्र
देवाही,5 ख,52,आवासीय क्षेत्र
देवाही,5 ख,53,आवासीय क्षेत्र
देवाही,5 ख,54,आवासीय क्षेत्र
देवाही,5 ख,55,आवासीय क्षेत्र
देवाही,5 ख,56,आवासीय क्षेत्र
देवाही,5 ख,57,आवासीय क्षेत्र
देवाही,5 ख,58,आवासीय क्षेत्र
देवाही,5 ख,59,आवासीय क्षेत्र
देवाही,5 ख,60,आवासीय क्षेत्र
देवाही,5 ख,61,आवासीय क्षेत्र
देवाही,5 ख,62,आवासीय क्षेत्र
देवाही,5 ख,63,आवासीय क्षेत्र
देवाही,5 ख,64,आवासीय क्षेत्र
देवाही,5 ख,65,आवासीय क्षेत्र
देवाही,5 ख,66,आवासीय क्षेत्र
देवाही,5 ख,67,आवासीय क्षेत्र
देवाही,5 ख,68,आवासीय क्षेत्र
देवाही,5 ख,69,आवासीय क्षेत्र
देवाही,5 ख,70,आवासीय क्षेत्र
देवाही,5 ख,71,आवासीय क्षेत्र
देवाही,5 ख,72,आवासीय क्षेत्र
देवाही,5 ख,73,आवासीय क्षेत्र
देवाही,5 ख,74,आवासीय क्षेत्र
देवाही,5 ख,75,आवासीय क्षेत्र
देवाही,5 ख,76,आवासीय क्षेत्र
देवाही,5 ख,79,आवासीय क्षेत्र
देवाही,5 ख,91,आवासीय क्षेत्र
देवाही,5 ख,94,आवासीय क्षेत्र
देवाही,5 ख,95,आवासीय क्षेत्र
देवाही,5 ख,96,आवासीय क्षेत्र
देवाही,5 ख,97,आवासीय क्षेत्र
देवाही,5 ख,99,आवासीय क्षेत्र
देवाही,5 ख,101,आवासीय क्षेत्र
देवाही,5 ख,102,आवासीय क्षेत्र
देवाही,5 ख,103,आवासीय क्षेत्र
देवाही,5 ख,104,आवासीय क्षेत्र
देवाही,5 ख,106,आवासीय क्षेत्र
देवाही,5 ख,107,आवासीय क्षेत्र
देवाही,5 ख,108,आवासीय क्षेत्र
देवाही,5 ख,109,आवासीय क्षेत्र
देवाही,5 ख,110,आवासीय क्षेत्र
देवाही,5 ख,113,आवासीय क्षेत्र
देवाही,5 ख,114,आवासीय क्षेत्र
देवाही,5 ख,115,आवासीय क्षेत्र
देवाही,5 ख,118,आवासीय क्षेत्र
देवाही,5 ख,119,आवासीय क्षेत्र
देवाही,5 ख,120,आवासीय क्षेत्र
देवाही,5 ख,121,आवासीय क्षेत्र
देवाही,5 ख,122,आवासीय क्षेत्र
देवाही,5 ख,124,आवासीय क्षेत्र
देवाही,5 ख,125,आवासीय क्षेत्र
देवाही,5 ख,126,आवासीय क्षेत्र
देवाही,5 ख,130,आवासीय क्षेत्र
देवाही,5 ख,131,आवासीय क्षेत्र
देवाही,5 ख,132,आवासीय क्षेत्र
देवाही,5 ख,134,आवासीय क्षेत्र
देवाही,5 ख,135,आवासीय क्षेत्र
देवाही,5 ख,136,आवासीय क्षेत्र
देवाही,5 ख,137,आवासीय क्षेत्र
देवाही,5 ख,138,आवासीय क्षेत्र
देवाही,5 ख,138,आवासीय क्षेत्र
देवाही,5 ख,139,आवासीय क्षेत्र
देवाही,5 ख,140,आवासीय क्षेत्र
देवाही,5 ख,141,आवासीय क्षेत्र
देवाही,5 ख,142,आवासीय क्षेत्र
देवाही,5 ख,143,आवासीय क्षेत्र
देवाही,5 ख,144,आवासीय क्षेत्र
देवाही,5 ख,145,आवासीय क्षेत्र
देवाही,5 ख,146,आवासीय क्षेत्र
देवाही,5 ख,149,आवासीय क्षेत्र
देवाही,5 ख,153,आवासीय क्षेत्र
देवाही,5 ख,156,आवासीय क्षेत्र
देवाही,5 ख,157,कृषि क्षेत्र
देवाही,5 ख,157,आवासीय क्षेत्र
देवाही,5 ख,158,कृषि क्षेत्र
देवाही,5 ख,159,आवासीय क्षेत्र
देवाही,5 ख,160,आवासीय क्षेत्र
देवाही,5 ख,162,आवासीय क्षेत्र
देवाही,5 ख,166,आवासीय क्षेत्र
देवाही,5 ख,169,आवासीय क्षेत्र
देवाही,5 ख,172,आवासीय क्षेत्र
देवाही,5 ख,173,आवासीय क्षेत्र
देवाही,5 ख,174,आवासीय क्षेत्र
देवाही,5 ख,175,आवासीय क्षेत्र
देवाही,5 ख,177,आवासीय क्षेत्र
देवाही,5 ख,178,आवासीय क्षेत्र
देवाही,5 ख,184,आवासीय क्षेत्र
देवाही,5 ख,185,आवासीय क्षेत्र
देवाही,5 ख,188,आवासीय क्षेत्र
देवाही,5 ख,190,आवासीय क्षेत्र
देवाही,5 ख,193,आवासीय क्षेत्र
देवाही,5 ख,195,आवासीय क्षेत्र
देवाही,5 ख,196,आवासीय क्षेत्र
देवाही,5 ख,197,आवासीय क्षेत्र
देवाही,5 ख,198,आवासीय क्षेत्र
देवाही,5 ख,202,आवासीय क्षेत्र
देवाही,5 ख,209,आवासीय क्षेत्र
देवाही,5 ख,211,आवासीय क्षेत्र
देवाही,5 ख,213,कृषि क्षेत्र
देवाही,5 ख,214,कृषि क्षेत्र
देवाही,5 ख,214,आवासीय क्षेत्र
देवाही,5 ख,216,आवासीय क्षेत्र
देवाही,5 ख,222,आवासीय क्षेत्र
देवाही,5 ख,223,आवासीय क्षेत्र
देवाही,5 ख,224,आवासीय क्षेत्र
देवाही,5 ख,225,आवासीय क्षेत्र
देवाही,5 ख,226,आवासीय क्षेत्र
देवाही,5 ख,227,आवासीय क्षेत्र
देवाही,5 ख,228,आवासीय क्षेत्र
देवाही,5 ख,230,आवासीय क्षेत्र
देवाही,5 ख,231,आवासीय क्षेत्र
देवाही,5 ख,232,कृषि क्षेत्र
देवाही,5 ख,233,आवासीय क्षेत्र
देवाही,5 ख,235,आवासीय क्षेत्र
देवाही,5 ख,236,आवासीय क्षेत्र
देवाही,5 ख,238,आवासीय क्षेत्र
देवाही,5 ख,242,कृषि क्षेत्र
देवाही,5 ख,243,आवासीय क्षेत्र
देवाही,5 ख,245,आवासीय क्षेत्र
देवाही,5 ख,246,आवासीय क्षेत्र
देवाही,5 ख,251,कृषि क्षेत्र
देवाही,5 ख,260,आवासीय क्षेत्र
देवाही,5 ख,261,आवासीय क्षेत्र
देवाही,5 ख,261,आवासीय क्षेत्र
देवाही,5 ख,262,"नदी, खोला, ताल, सिमसार क्षेत्र"
देवाही,5 ख,264,आवासीय क्षेत्र
देवाही,5 ख,269,आवासीय क्षेत्र
देवाही,5 ख,272,आवासीय क्षेत्र
देवाही,5 ख,273,कृषि क्षेत्र
देवाही,5 ख,278,आवासीय क्षेत्र
देवाही,5 ख,278,आवासीय क्षेत्र
देवाही,5 ख,279,आवासीय क्षेत्र
देवाही,5 ख,281,आवासीय क्षेत्र
देवाही,5 ख,282,आवासीय क्षेत्र
देवाही,5 ख,283,आवासीय क्षेत्र
देवाही,5 ख,287,आवासीय क्षेत्र
देवाही,5 ख,288,आवासीय क्षेत्र
देवाही,5 ख,289,आवासीय क्षेत्र
देवाही,5 ख,290,आवासीय क्षेत्र
देवाही,5 ख,291,आवासीय क्षेत्र
देवाही,5 ख,295,आवासीय क्षेत्र
देवाही,5 ख,296,आवासीय क्षेत्र
देवाही,5 ख,297,आवासीय क्षेत्र
देवाही,5 ख,298,आवासीय क्षेत्र
देवाही,5 ख,301,आवासीय क्षेत्र
देवाही,5 ख,302,आवासीय क्षेत्र
देवाही,5 ख,303,आवासीय क्षेत्र
देवाही,5 ख,304,आवासीय क्षेत्र
देवाही,5 ख,306,आवासीय क्षेत्र
देवाही,5 ख,306,आवासीय क्षेत्र
देवाही,5 ख,308,आवासीय क्षेत्र
देवाही,5 ख,311,आवासीय क्षेत्र
देवाही,5 ख,312,आवासीय क्षेत्र
देवाही,5 ख,313,आवासीय क्षेत्र
देवाही,5 ख,314,आवासीय क्षेत्र
देवाही,5 ख,316,आवासीय क्षेत्र
देवाही,5 ख,317,आवासीय क्षेत्र
देवाही,5 ख,318,आवासीय क्षेत्र
देवाही,5 ख,319,आवासीय क्षेत्र
देवाही,5 ख,320,आवासीय क्षेत्र
देवाही,5 ख,322,आवासीय क्षेत्र
देवाही,5 ख,325,कृषि क्षेत्र
देवाही,5 ख,326,कृषि क्षेत्र
देवाही,5 ख,327,आवासीय क्षेत्र
देवाही,5 ख,328,आवासीय क्षेत्र
देवाही,5 ख,329,आवासीय क्षेत्र
देवाही,5 ख,330,आवासीय क्षेत्र
देवाही,5 ख,332,आवासीय क्षेत्र
देवाही,5 ख,333,आवासीय क्षेत्र
देवाही,5 ख,334,आवासीय क्षेत्र
देवाही,5 ख,335,आवासीय क्षेत्र
देवाही,5 ख,336,आवासीय क्षेत्र
देवाही,5 ख,337,कृषि क्षेत्र
देवाही,5 ख,337,आवासीय क्षेत्र
देवाही,5 ख,338,आवासीय क्षेत्र
देवाही,5 ख,340,आवासीय क्षेत्र
देवाही,5 ख,343,आवासीय क्षेत्र
देवाही,5 ख,344,आवासीय क्षेत्र
देवाही,5 ख,345,आवासीय क्षेत्र
देवाही,5 ख,346,आवासीय क्षेत्र
देवाही,5 ख,347,कृषि क्षेत्र
देवाही,5 ख,350,आवासीय क्षेत्र
देवाही,5 ख,351,आवासीय क्षेत्र
देवाही,5 ख,354,आवासीय क्षेत्र
देवाही,5 ख,355,आवासीय क्षेत्र
देवाही,5 ख,357,कृषि क्षेत्र
देवाही,5 ख,360,आवासीय क्षेत्र
देवाही,5 ख,361,आवासीय क्षेत्र
देवाही,5 ख,362,आवासीय क्षेत्र
देवाही,5 ख,363,आवासीय क्षेत्र
देवाही,5 ख,365,आवासीय क्षेत्र
देवाही,5 ख,371,आवासीय क्षेत्र
देवाही,5 ख,372,आवासीय क्षेत्र
देवाही,5 ख,374,आवासीय क्षेत्र
देवाही,5 ख,379,आवासीय क्षेत्र
देवाही,5 ख,380,आवासीय क्षेत्र
देवाही,5 ख,381,आवासीय क्षेत्र
देवाही,5 ख,382,आवासीय क्षेत्र
देवाही,5 ख,383,आवासीय क्षेत्र
देवाही,5 ख,384,आवासीय क्षेत्र
देवाही,5 ख,385,आवासीय क्षेत्र
देवाही,5 ख,386,आवासीय क्षेत्र
देवाही,5 ख,391,आवासीय क्षेत्र
देवाही,5 ख,393,आवासीय क्षेत्र
देवाही,5 ख,394,आवासीय क्षेत्र
देवाही,5 ख,395,आवासीय क्षेत्र
देवाही,5 ख,396,आवासीय क्षेत्र
देवाही,5 ख,399,आवासीय क्षेत्र
देवाही,5 ख,400,आवासीय क्षेत्र
देवाही,5 ख,401,आवासीय क्षेत्र
देवाही,5 ख,405,आवासीय क्षेत्र
देवाही,5 ख,409,आवासीय क्षेत्र
देवाही,5 ख,410,आवासीय क्षेत्र
देवाही,5 ख,420,आवासीय क्षेत्र
देवाही,5 ख,421,आवासीय क्षेत्र
देवाही,5 ख,422,आवासीय क्षेत्र
देवाही,5 ख,423,आवासीय क्षेत्र
देवाही,5 ख,424,आवासीय क्षेत्र
देवाही,5 ख,425,कृषि क्षेत्र
देवाही,5 ख,426,कृषि क्षेत्र
देवाही,5 ख,438,आवासीय क्षेत्र
देवाही,5 ख,439,आवासीय क्षेत्र
देवाही,5 ख,444,आवासीय क्षेत्र
देवाही,5 ख,445,आवासीय क्षेत्र
देवाही,5 ख,446,आवासीय क्षेत्र
देवाही,5 ख,449,कृषि क्षेत्र
देवाही,5 ख,450,कृषि क्षेत्र
देवाही,5 ख,451,आवासीय क्षेत्र
देवाही,5 ख,452,आवासीय क्षेत्र
देवाही,5 ख,453,आवासीय क्षेत्र
देवाही,5 ख,454,आवासीय क्षेत्र
देवाही,5 ख,470,आवासीय क्षेत्र
देवाही,5 ख,562,आवासीय क्षेत्र
देवाही,5 ख,563,आवासीय क्षेत्र
देवाही,5 ख,564,आवासीय क्षेत्र
देवाही,5 ख,565,कृषि क्षेत्र
देवाही,5 ख,566,आवासीय क्षेत्र
देवाही,5 ख,567,आवासीय क्षेत्र
देवाही,5 ख,576,आवासीय क्षेत्र
देवाही,5 ख,577,आवासीय क्षेत्र
देवाही,5 ख,579,आवासीय क्षेत्र
देवाही,5 ख,580,आवासीय क्षेत्र
देवाही,5 ख,583,आवासीय क्षेत्र
देवाही,5 ख,584,आवासीय क्षेत्र
देवाही,5 ख,589,आवासीय क्षेत्र
देवाही,5 ख,590,आवासीय क्षेत्र
देवाही,5 ख,591,आवासीय क्षेत्र
देवाही,5 ख,592,आवासीय क्षेत्र
देवाही,5 ख,593,आवासीय क्षेत्र
देवाही,5 ख,602,आवासीय क्षेत्र
देवाही,5 ख,603,आवासीय क्षेत्र
देवाही,5 ख,604,आवासीय क्षेत्र
देवाही,5 ख,618,आवासीय क्षेत्र
देवाही,5 ख,619,आवासीय क्षेत्र
देवाही,5 ख,626,आवासीय क्षेत्र
देवाही,5 ख,627,आवासीय क्षेत्र
देवाही,5 ख,628,आवासीय क्षेत्र
देवाही,5 ख,629,आवासीय क्षेत्र
देवाही,5 ख,630,आवासीय क्षेत्र
देवाही,5 ख,630,आवासीय क्षेत्र
देवाही,5 ख,634,आवासीय क्षेत्र
देवाही,5 ख,635,आवासीय क्षेत्र
देवाही,5 ख,636,आवासीय क्षेत्र
देवाही,5 ख,637,आवासीय क्षेत्र
देवाही,5 ख,638,आवासीय क्षेत्र
देवाही,5 ख,639,आवासीय क्षेत्र
देवाही,5 ख,641,आवासीय क्षेत्र
देवाही,5 ख,642,आवासीय क्षेत्र
देवाही,5 ख,643,आवासीय क्षेत्र
देवाही,5 ख,645,आवासीय क्षेत्र
देवाही,5 ख,646,आवासीय क्षेत्र
देवाही,5 ख,647,आवासीय क्षेत्र
देवाही,5 ख,649,आवासीय क्षेत्र
देवाही,5 ख,650,आवासीय क्षेत्र
देवाही,5 ख,651,आवासीय क्षेत्र
देवाही,5 ख,652,आवासीय क्षेत्र
देवाही,5 ख,659,आवासीय क्षेत्र
देवाही,5 ख,682,आवासीय क्षेत्र
देवाही,5 ख,683,आवासीय क्षेत्र
देवाही,5 ख,684,आवासीय क्षेत्र
देवाही,5 ख,687,आवासीय क्षेत्र
देवाही,5 ख,689,आवासीय क्षेत्र
देवाही,5 ख,722,आवासीय क्षेत्र
देवाही,5 ख,723,आवासीय क्षेत्र
देवाही,5 ख,738,आवासीय क्षेत्र
देवाही,5 ख,755,आवासीय क्षेत्र
देवाही,5 ख,756,कृषि क्षेत्र
देवाही,5 ख,771,आवासीय क्षेत्र
देवाही,5 ख,772,आवासीय क्षेत्र
देवाही,5 ख,777,आवासीय क्षेत्र
देवाही,5 ख,779,आवासीय क्षेत्र
देवाही,5 ख,788,आवासीय क्षेत्र
देवाही,5 ख,791,आवासीय क्षेत्र
देवाही,5 ख,795,आवासीय क्षेत्र
देवाही,5 ख,796,आवासीय क्षेत्र
देवाही,5 ख,803,आवासीय क्षेत्र
देवाही,5 ख,804,आवासीय क्षेत्र
देवाही,5 ख,827,आवासीय क्षेत्र
देवाही,5 ख,828,आवासीय क्षेत्र
देवाही,5 ख,853,आवासीय क्षेत्र
देवाही,5 ख,854,आवासीय क्षेत्र
देवाही,5 ख,865,आवासीय क्षेत्र
देवाही,5 ख,866,आवासीय क्षेत्र
देवाही,5 ख,867,आवासीय क्षेत्र
देवाही,5 ख,868,आवासीय क्षेत्र
देवाही,5 ख,887,आवासीय क्षेत्र
देवाही,5 ख,888,आवासीय क्षेत्र
देवाही,5 ख,889,आवासीय क्षेत्र
देवाही,5 ख,890,आवासीय क्षेत्र
देवाही,5 ख,891,आवासीय क्षेत्र
देवाही,5 ख,892,आवासीय क्षेत्र
देवाही,5 ख,893,आवासीय क्षेत्र
देवाही,5 ख,893,आवासीय क्षेत्र
देवाही,5 ख,894,आवासीय क्षेत्र
देवाही,5 ख,895,आवासीय क्षेत्र
देवाही,5 ख,897,आवासीय क्षेत्र
देवाही,5 ख,909,आवासीय क्षेत्र
देवाही,5 ख,910,आवासीय क्षेत्र
देवाही,5 ख,911,आवासीय क्षेत्र
देवाही,5 ख,965,आवासीय क्षेत्र
देवाही,5 ख,967,आवासीय क्षेत्र
देवाही,5 ख,968,आवासीय क्षेत्र
देवाही,5 ख,969,आवासीय क्षेत्र
देवाही,5 ख,970,आवासीय क्षेत्र
देवाही,5 ख,970,आवासीय क्षेत्र
देवाही,5 ख,976,आवासीय क्षेत्र
देवाही,5 ख,977,आवासीय क्षेत्र
देवाही,5 ख,1003,आवासीय क्षेत्र
देवाही,5 ख,1004,आवासीय क्षेत्र
देवाही,5 ख,1005,आवासीय क्षेत्र
देवाही,5 ख,1027,आवासीय क्षेत्र
देवाही,5 ख,1028,आवासीय क्षेत्र
देवाही,5 ख,1042,आवासीय क्षेत्र
देवाही,5 ख,1043,आवासीय क्षेत्र
देवाही,5 ख,1049,आवासीय क्षेत्र
देवाही,5 ख,1059,आवासीय क्षेत्र
देवाही,5 ख,1060,आवासीय क्षेत्र
देवाही,5 ख,1068,कृषि क्षेत्र
देवाही,5 ख,1069,कृषि क्षेत्र
देवाही,5 ख,1078,आवासीय क्षेत्र
देवाही,5 ख,1081,आवासीय क्षेत्र
देवाही,5 ख,1082,आवासीय क्षेत्र
देवाही,5 ख,1087,आवासीय क्षेत्र
देवाही,5 ख,1088,आवासीय क्षेत्र
देवाही,5 ख,1097,आवासीय क्षेत्र
देवाही,5 ख,1112,आवासीय क्षेत्र
देवाही,5 ख,1114,आवासीय क्षेत्र
देवाही,5 ख,1115,कृषि क्षेत्र
देवाही,5 ख,1116,कृषि क्षेत्र
देवाही,5 ख,1119,आवासीय क्षेत्र
देवाही,5 ख,1120,आवासीय क्षेत्र
देवाही,5 ख,1148,आवासीय क्षेत्र
देवाही,5 ख,1152,आवासीय क्षेत्र
देवाही,5 ख,1161,आवासीय क्षेत्र
देवाही,5 ख,1162,आवासीय क्षेत्र
देवाही,5 ख,1165,आवासीय क्षेत्र
देवाही,5 ख,1166,आवासीय क्षेत्र
देवाही,5 ख,1167,आवासीय क्षेत्र
देवाही,5 ख,1168,आवासीय क्षेत्र
देवाही,5 ख,1169,आवासीय क्षेत्र
देवाही,5 ख,1182,आवासीय क्षेत्र
देवाही,5 ख,1196,आवासीय क्षेत्र
देवाही,5 ख,1201,आवासीय क्षेत्र
देवाही,5 ख,1202,आवासीय क्षेत्र
देवाही,5 ख,1210,आवासीय क्षेत्र
देवाही,5 ख,1211,आवासीय क्षेत्र
देवाही,5 ख,1212,आवासीय क्षेत्र
देवाही,5 ख,1213,आवासीय क्षेत्र
देवाही,5 ख,1214,आवासीय क्षेत्र
देवाही,5 ख,1217,आवासीय क्षेत्र
देवाही,5 ख,1221,आवासीय क्षेत्र
देवाही,5 ख,1223,आवासीय क्षेत्र
देवाही,5 ख,1224,आवासीय क्षेत्र
देवाही,5 ख,1225,आवासीय क्षेत्र
देवाही,5 ख,1226,आवासीय क्षेत्र
देवाही,5 ख,1234,आवासीय क्षेत्र
देवाही,5 ख,1235,आवासीय क्षेत्र
देवाही,5 ख,1236,आवासीय क्षेत्र
देवाही,5 ख,1238,आवासीय क्षेत्र
देवाही,5 ख,1244,आवासीय क्षेत्र
देवाही,5 ख,1245,आवासीय क्षेत्र
देवाही,5 ख,1246,आवासीय क्षेत्र
देवाही,5 ख,1247,आवासीय क्षेत्र
देवाही,5 ख,1248,आवासीय क्षेत्र
देवाही,5 ख,1249,आवासीय क्षेत्र
देवाही,5 ख,1250,आवासीय क्षेत्र
देवाही,5 ख,1251,आवासीय क्षेत्र
देवाही,5 ख,1252,आवासीय क्षेत्र
देवाही,5 ख,1253,आवासीय क्षेत्र
देवाही,5 ख,1254,आवासीय क्षेत्र
देवाही,5 ख,1255,आवासीय क्षेत्र
देवाही,5 ख,1255,आवासीय क्षेत्र
देवाही,5 ख,1256,आवासीय क्षेत्र
देवाही,5 ख,1256,आवासीय क्षेत्र
देवाही,5 ख,1259,आवासीय क्षेत्र
देवाही,5 ख,1260,आवासीय क्षेत्र
देवाही,7,7,कृषि क्षेत्र
देवाही,7,9,कृषि क्षेत्र
देवाही,7,18,कृषि क्षेत्र
देवाही,7,19,कृषि क्षेत्र
देवाही,7,23,कृषि क्षेत्र
देवाही,7,26,कृषि क्षेत्र
देवाही,7,29,कृषि क्षेत्र
देवाही,7,30,कृषि क्षेत्र
देवाही,7,31,कृषि क्षेत्र
देवाही,7,32,कृषि क्षेत्र
देवाही,7,33,कृषि क्षेत्र
देवाही,7,34,कृषि क्षेत्र
देवाही,7,35,कृषि क्षेत्र
देवाही,7,40,कृषि क्षेत्र
देवाही,7,42,कृषि क्षेत्र
देवाही,7,43,कृषि क्षेत्र
देवाही,7,44,कृषि क्षेत्र
देवाही,7,45,सार्वजनिक उपयोगको क्षेत्र
देवाही,7,47,कृषि क्षेत्र
देवाही,7,48,कृषि क्षेत्र
देवाही,7,51,कृषि क्षेत्र
देवाही,7,52,कृषि क्षेत्र
देवाही,7,53,कृषि क्षेत्र
देवाही,7,54,कृषि क्षेत्र
देवाही,7,55,कृषि क्षेत्र
देवाही,7,56,कृषि क्षेत्र
देवाही,7,57,कृषि क्षेत्र
देवाही,7,58,कृषि क्षेत्र
देवाही,7,59,कृषि क्षेत्र
देवाही,7,60,कृषि क्षेत्र
देवाही,7,62,कृषि क्षेत्र
देवाही,7,64,कृषि क्षेत्र
देवाही,7,65,कृषि क्षेत्र
देवाही,7,66,कृषि क्षेत्र
देवाही,7,68,कृषि क्षेत्र
देवाही,7,70,कृषि क्षेत्र
देवाही,7,73,कृषि क्षेत्र
देवाही,7,76,कृषि क्षेत्र
देवाही,7,77,कृषि क्षेत्र
देवाही,7,79,कृषि क्षेत्र
देवाही,7,80,कृषि क्षेत्र
देवाही,7,81,कृषि क्षेत्र
देवाही,7,87,कृषि क्षेत्र
देवाही,7,88,कृषि क्षेत्र
देवाही,7,89,कृषि क्षेत्र
देवाही,7,90,कृषि क्षेत्र
देवाही,7,91,कृषि क्षेत्र
देवाही,7,92,कृषि क्षेत्र
देवाही,7,93,कृषि क्षेत्र
देवाही,7,94,कृषि क्षेत्र
देवाही,7,96,कृषि क्षेत्र
देवाही,7,98,कृषि क्षेत्र
देवाही,7,99,कृषि क्षेत्र
देवाही,7,103,कृषि क्षेत्र
देवाही,7,105,कृषि क्षेत्र
देवाही,7,107,कृषि क्षेत्र
देवाही,7,110,कृषि क्षेत्र
देवाही,7,111,कृषि क्षेत्र
देवाही,7,112,कृषि क्षेत्र
देवाही,7,113,कृषि क्षेत्र
देवाही,7,114,कृषि क्षेत्र
देवाही,7,115,कृषि क्षेत्र
देवाही,7,116,कृषि क्षेत्र
देवाही,7,117,कृषि क्षेत्र
देवाही,7,118,कृषि क्षेत्र
देवाही,7,119,कृषि क्षेत्र
देवाही,7,120,कृषि क्षेत्र
देवाही,7,121,कृषि क्षेत्र
देवाही,7,122,कृषि क्षेत्र
देवाही,7,123,कृषि क्षेत्र
देवाही,7,124,कृषि क्षेत्र
देवाही,7,125,कृषि क्षेत्र
देवाही,7,126,कृषि क्षेत्र
देवाही,7,127,कृषि क्षेत्र
